restaurant,street_address,city_zip,comments
Rio & You,328 W 45th at 8 Ave Hell's Kitchen New York, NY 10036 ,I've always enjoy the intimate and warm welcome I get when dining out at Sushi restaurants. This one is no different.   We had several dishes before our...After almost 20 years in NYC I was getting tired of same old same old Japanese restaurants. Rio & You was a breath of fresh air--delicious food  authentic...We were looking for a good Japanese restaurant in the area near Central Park and it was about 10 blocks.  The food was tasty.  Our dinner started out with...
Nook,746 9th Ave (b/t 50th St & 51st St) Hell's Kitchen New York, NY 10019,My girlfriends and I had our last dinner here and it was quite a nice and memorable experience. We dined here in September 2011.  I found this place thanks...Really cute BYOB  great food.. maybe the best burger and fries i've had in a long time (flavored very nicely)  and the food the rest of my party got looked...It was one of the yummiest meals I had in NY.
Firebird Restaurant,365 W 46th St (b/t 9th Ave & 8th Ave) Hell's Kitchen New York, NY 10036,I don't get all these positive reviews especially given all the great places here in Manhattan. This place is totally overpriced with mediocre food. Wait...I love Firebird. I mean really  really I do.  I have only eaten a full meal there once and had the Chicken Kiev. IDK why but I have a hard time NOT ordering...Nice cozy decor. It does give you the feeling of dining in Russia. Make sure to try one their caviar dish from their menu. They prepare it with honey  cream...
Room Service,690 9th Ave (b/t 47th St & 48th St) Hell's Kitchen New York, NY 10036,This was an OK thai place. The inside is pretty but this place has some issues.  First  the food was nothing special. Our two guests ordered chicken pad...Wonderful experience!  Food is delicious & artistically presented. Beautifully decorated  with warmth & creativity. A fun & relaxing atmosphere.Got lost trying to get to a popular ramen joint due to Foursquare giving wrong directions & ended up here instead. Whatever tho  I'm not even mad. The food...
Pure Thai Cookhouse,766 9th Ave (b/t 51st St & 52nd St) Hell's Kitchen New York, NY 10019,I had chicken satay skewers  vegetable dumplings and rice and the food was great. Everything was tasty and fresh and the service was quick and friendly.This place was awesome. Perfect portion sizes (look small  but are filling) very authentic  and fun atmosphere.Yea! The remix was much better! This cozy simple Thai restaurant is filled with locals  tourists in tiny two-fers; sitting lined on against the wall or at a...
Qi,675 8th Ave (b/t 42nd St & 43rd St) Hell's Kitchen New York, NY 10036,Love this place ! Yummy food especially the chicken puffs  satay  red/green/panang curries and pad Thai noodles !  And yes I'm an absolute fan of their Thai...The food was EXCELLENT at a very good price! I expected to pay a lot more for the neighborhood.   The wait staff was lacking but not enough to keep me from...While it has a nice ambience  the food leaves something to be desired. A starter salad was soggy and bland--lacking any strong flavor. The duck curry dinner...
Taboon,773 10th Ave (b/t 52nd St & 53rd St) Hell's Kitchen New York, NY 10019,Fantastic appetizer platter :) hummus is unbelievable  and bread even better - kept asking for more and dipped it in everything else  including the light...One of the best Sunday brunches in the city in my opinion...and I'm a brunch lover. Delicious  tastefully presented food. Sort of minimalist in a good way ...My favorite restaurant in New York!  The amazing food  the white-washed tables and ceiling fans  and the gracious service all combine to transport you! Not...
Dafni Greek Taverna,325 W 42nd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10036,We stumbled into this placeMmmmm - now i will not pretend to know what "real" greek food is  but dafni's has never failed me!! (and i am either here or order from here about once a...Been here a few times.  Everything I've had here has been delicious.  Great food  good service.  Gyro meat is excellent.
La Silhouette,362 W 53rd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,Food was tasty.  Service was interesting -- earnest but not world class.Very nice place! Super great food and even better service. I am giving 4 stars because of the price. It has three $$$ when it should be more of a $$$$....We went there for a special occasion.  Since we had tickets for the ballet after dinner  we had to eat a little on the early side.  The place only had one...
Print,653 11th Ave (b/t 47th St & 48th St) Hell's Kitchen New York, NY 10036,Perfect service  fresh heavenly food  lunch spot easy to get to on the west side. I love Print  would go again in a second!Print used to be the super-happening weekend hotspot when it was brand new.  Crowded to the hilt  with a line up to the rooftop bar.  Alas  times (and the...When I dined here  I didn't realize that it was inside the Ink48 hotel (and upstairs Press Lounge). I finally put it all together. INK / PRINT / PRESS....
Q2 Thai,788 9th Ave (b/t 52nd St & 53rd St) Hell's Kitchen New York, NY 10019,This is one of my personal favorite lunch spots in Hell's kitchen. Their daily lunch special includes one appetizer  one side salad  one soda  and one...Not impressed at all.  I had a hair in my food and didn't make a big stink about it since I was with friends.  The food wasn't bad  but I think that just...I've become very wary of restaurants that don't explicitly aim to serve gluten-free foods  where the staff does not speak great English  and the staff don't...
Orso,322 W 46th Street (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10036,We dined here before a show based on Yelp reviews. I should have been wary of the reviews based on the fact that this is a theater district restaurant...Met my family here for dinner last week and my mother had said - "Oh I was able to get reservations!" which made me think it was hard to get in or...Excellent food great service and romantic place!! We started with very nice surprise with escargots (Lumache in Brodetto) cooked in the way we do in my...
Asiate,80 Columbus Cir Hell's Kitchen New York, NY 10019 ,After two visits to Asiate  I've come to think of this as the definition of a five-star restaurant.  The service both times has been wonderful.  One of my...My friend and I made a reservation for the 11:45 brunch.  We were the first two to be seated.  When we asked for seating next to the window  we were told...Great view.  Comfortable and quiet (the best attributes). Good service.  Decent food  but not amazing.  Worth trying at least once for a relaxing brunch.
Danji,346 W 52nd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,Small  modern  minimalist.  Danji offer contemporary Korean cuisine at communal tables.  Menus are located in the custom drawers for their high top tables ...Honestly I was shocked at how good the reviews on this restaurant were. This is the first time I have ever felt the need to write a Yelp review simply...food is okay but not worth the wait in the cramped space. their sangria is really good though i have tried better korean food in my life but its worth a try...
Cara Mia,654 9th Ave (b/t 45th St & 46th St) Hell's Kitchen New York, NY 10036,Best Italian in Hell's Kitchen  hands down!!! Their food is fresh  and soooo tasty. Everytime I come here  the service is great. The wine list is pretty...Went to Cara Mia for the first time last night for dinner with the girls.  The ambiance was really cute  brick walls  Italian decor  candles and dim...What can I say other than AMAZING service and overall dining experience. I've come here on multiple occasions and service consistently exceeds expectations....
Chez Josephine,414 W 42nd St (b/t 9th Ave & Dyer Ave) Hell's Kitchen New York, NY 10036,Oh Jean Claude  you really have to do better; One day you fall all over me and the next you know me not! Food more and more erratic and service not up to par.A great french bistro. In the 1930's style.  Jean claude the owner is a great flamboyant host with a great menu!3 of us went for lunch and was pleasantly surprised by the professional staff and piano player! My sister and I split the spaghetti (Josephine's favorite)...
Bann,350 W 50th St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,BBQ chicken was awesome!!!! Ambiance was great!I walked past here one day and happened to have a craving for Korean food. So why not? I ordered a Bibimbap to go and was very happy with it. Probably not...The food  service  ambiance   & even the music was great. We ordered tuna bbq & sea bass  & both came with a spicy green salad. We bbq'ed the tuna ourselves...
Pam Real Thai Food,404 W 49th St (b/t 9th Ave & 10th Ave) Hell's Kitchen New York, NY 10019,A good go to place for Thai food. Their crab meat fried rice is delicious. I found their Pad Key Mao so much more flavorful and tastier than their Pad See Eil.I think Pam Real Thai is in at least the top 5 of authentic Thai food in Manhattan. Couple of highlights here:  - I tend to come later in the evening and...Typical fake 'Thai food'  too sweet or salty. Ordered 'highly recommended' Somtum (papaya salad)   asked for thai spicy  got something sweet  without any...
Lattanzi Ristorante,361 W 46th St Frnt Hell's Kitchen New York, NY 10036 ,On my first night of most recent trip to Manhattan  I used Yelp to look up potential dinner places.  Found Lattanzi  and the idea of Jewish Roman sounded...If you must eat on Restaurant Row  Lattanzi is a good choice.  Familiar food and friendly service without being rushed.We tried Lattanzi  Restaurant located near Times Square. We were  seated immediately even though we had no reservations.The host found us a table in the...
Rio & You,328 W 45th at 8 Ave Hell's Kitchen New York, NY 10036 ,I've always enjoy the intimate and warm welcome I get when dining out at Sushi restaurants. This one is no different.   We had several dishes before our...After almost 20 years in NYC I was getting tired of same old same old Japanese restaurants. Rio & You was a breath of fresh air--delicious food  authentic...We were looking for a good Japanese restaurant in the area near Central Park and it was about 10 blocks.  The food was tasty.  Our dinner started out with...
Nook,746 9th Ave (b/t 50th St & 51st St) Hell's Kitchen New York, NY 10019,My girlfriends and I had our last dinner here and it was quite a nice and memorable experience. We dined here in September 2011.  I found this place thanks...Really cute BYOB  great food.. maybe the best burger and fries i've had in a long time (flavored very nicely)  and the food the rest of my party got looked...It was one of the yummiest meals I had in NY.
Bali Nusa Indah,651 9th Ave Ste 145 (b/t 45th St & 46th St) Hell's Kitchen,A pretty solid Indo restaurant that I would return to -- but only not having too much other choice in the area or Manhattan for that matter. They have...Nice and attentive staff. Good food. Truly enjoyed my experience. Food may be on the heavy side so go in hungry.I've never dined in  but order take out from the lunch special menu regularly.  For about $10-12 after tip  you can get an entree with jasmine rice  a...
Room Service,690 9th Ave (b/t 47th St & 48th St) Hell's Kitchen New York, NY 10036,This was an OK thai place. The inside is pretty but this place has some issues.  First  the food was nothing special. Our two guests ordered chicken pad...Wonderful experience!  Food is delicious & artistically presented. Beautifully decorated  with warmth & creativity. A fun & relaxing atmosphere.Got lost trying to get to a popular ramen joint due to Foursquare giving wrong directions & ended up here instead. Whatever tho  I'm not even mad. The food...
Pure Thai Cookhouse,766 9th Ave (b/t 51st St & 52nd St) Hell's Kitchen New York, NY 10019,I had chicken satay skewers  vegetable dumplings and rice and the food was great. Everything was tasty and fresh and the service was quick and friendly.This place was awesome. Perfect portion sizes (look small  but are filling) very authentic  and fun atmosphere.Yea! The remix was much better! This cozy simple Thai restaurant is filled with locals  tourists in tiny two-fers; sitting lined on against the wall or at a...
Qi,675 8th Ave (b/t 42nd St & 43rd St) Hell's Kitchen New York, NY 10036,Love this place ! Yummy food especially the chicken puffs  satay  red/green/panang curries and pad Thai noodles !  And yes I'm an absolute fan of their Thai...The food was EXCELLENT at a very good price! I expected to pay a lot more for the neighborhood.   The wait staff was lacking but not enough to keep me from...While it has a nice ambience  the food leaves something to be desired. A starter salad was soggy and bland--lacking any strong flavor. The duck curry dinner...
Taboon,773 10th Ave (b/t 52nd St & 53rd St) Hell's Kitchen New York, NY 10019,Fantastic appetizer platter :) hummus is unbelievable  and bread even better - kept asking for more and dipped it in everything else  including the light...One of the best Sunday brunches in the city in my opinion...and I'm a brunch lover. Delicious  tastefully presented food. Sort of minimalist in a good way ...My favorite restaurant in New York!  The amazing food  the white-washed tables and ceiling fans  and the gracious service all combine to transport you! Not...
Dafni Greek Taverna,325 W 42nd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10036,We stumbled into this placeMmmmm - now i will not pretend to know what "real" greek food is  but dafni's has never failed me!! (and i am either here or order from here about once a...Been here a few times.  Everything I've had here has been delicious.  Great food  good service.  Gyro meat is excellent.
La Silhouette,362 W 53rd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,Food was tasty.  Service was interesting -- earnest but not world class.Very nice place! Super great food and even better service. I am giving 4 stars because of the price. It has three $$$ when it should be more of a $$$$....We went there for a special occasion.  Since we had tickets for the ballet after dinner  we had to eat a little on the early side.  The place only had one...
Print,653 11th Ave (b/t 47th St & 48th St) Hell's Kitchen New York, NY 10036,Walked in here without any reservations and they told us there was a long wait. We asked for a 930pm table and headed upstairs to the rooftop to have a few...Perfect service  fresh heavenly food  lunch spot easy to get to on the west side. I love Print  would go again in a second!Print used to be the super-happening weekend hotspot when it was brand new.  Crowded to the hilt  with a line up to the rooftop bar.  Alas  times (and the...
Q2 Thai,788 9th Ave (b/t 52nd St & 53rd St) Hell's Kitchen New York, NY 10019,This is one of my personal favorite lunch spots in Hell's kitchen. Their daily lunch special includes one appetizer  one side salad  one soda  and one...Not impressed at all.  I had a hair in my food and didn't make a big stink about it since I was with friends.  The food wasn't bad  but I think that just...I've become very wary of restaurants that don't explicitly aim to serve gluten-free foods  where the staff does not speak great English  and the staff don't...
Orso,322 W 46th Street (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10036,We dined here before a show based on Yelp reviews. I should have been wary of the reviews based on the fact that this is a theater district restaurant...Met my family here for dinner last week and my mother had said - "Oh I was able to get reservations!" which made me think it was hard to get in or...Excellent food great service and romantic place!! We started with very nice surprise with escargots (Lumache in Brodetto) cooked in the way we do in my...
Asiate,80 Columbus Cir Hell's Kitchen New York, NY 10019 ,After two visits to Asiate  I've come to think of this as the definition of a five-star restaurant.  The service both times has been wonderful.  One of my...My friend and I made a reservation for the 11:45 brunch.  We were the first two to be seated.  When we asked for seating next to the window  we were told...Great view.  Comfortable and quiet (the best attributes). Good service.  Decent food  but not amazing.  Worth trying at least once for a relaxing brunch.
Danji,346 W 52nd St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,Small  modern  minimalist.  Danji offer contemporary Korean cuisine at communal tables.  Menus are located in the custom drawers for their high top tables ...Honestly I was shocked at how good the reviews on this restaurant were. This is the first time I have ever felt the need to write a Yelp review simply...food is okay but not worth the wait in the cramped space. their sangria is really good though i have tried better korean food in my life but its worth a try...
Cara Mia,654 9th Ave (b/t 45th St & 46th St) Hell's Kitchen New York, NY 10036,Best Italian in Hell's Kitchen  hands down!!! Their food is fresh  and soooo tasty. Everytime I come here  the service is great. The wine list is pretty...Went to Cara Mia for the first time last night for dinner with the girls.  The ambiance was really cute  brick walls  Italian decor  candles and dim...What can I say other than AMAZING service and overall dining experience. I've come here on multiple occasions and service consistently exceeds expectations....
Chez Josephine,414 W 42nd St (b/t 9th Ave & Dyer Ave) Hell's Kitchen New York, NY 10036,Oh Jean Claude  you really have to do better; One day you fall all over me and the next you know me not! Food more and more erratic and service not up to par.A great french bistro. In the 1930's style.  Jean claude the owner is a great flamboyant host with a great menu!3 of us went for lunch and was pleasantly surprised by the professional staff and piano player! My sister and I split the spaghetti (Josephine's favorite)...
Bann,350 W 50th St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,BBQ chicken was awesome!!!! Ambiance was great!I walked past here one day and happened to have a craving for Korean food. So why not? I ordered a Bibimbap to go and was very happy with it. Probably not...The food  service  ambiance   & even the music was great. We ordered tuna bbq & sea bass  & both came with a spicy green salad. We bbq'ed the tuna ourselves...
Pam Real Thai Food,404 W 49th St (b/t 9th Ave & 10th Ave) Hell's Kitchen New York, NY 10019,A good go to place for Thai food. Their crab meat fried rice is delicious. I found their Pad Key Mao so much more flavorful and tastier than their Pad See Eil.I think Pam Real Thai is in at least the top 5 of authentic Thai food in Manhattan. Couple of highlights here:  - I tend to come later in the evening and...Typical fake 'Thai food'  too sweet or salty. Ordered 'highly recommended' Somtum (papaya salad)   asked for thai spicy  got something sweet  without any...
Lattanzi Ristorante,361 W 46th St Frnt Hell's Kitchen New York, NY 10036 ,On my first night of most recent trip to Manhattan  I used Yelp to look up potential dinner places.  Found Lattanzi  and the idea of Jewish Roman sounded...If you must eat on Restaurant Row  Lattanzi is a good choice.  Familiar food and friendly service without being rushed.We tried Lattanzi  Restaurant located near Times Square. We were  seated immediately even though we had no reservations.The host found us a table in the...
Rio & You,328 W 45th at 8 Ave Hell's Kitchen New York, NY 10036 ,I've always enjoy the intimate and warm welcome I get when dining out at Sushi restaurants. This one is no different.   We had several dishes before our...After almost 20 years in NYC I was getting tired of same old same old Japanese restaurants. Rio & You was a breath of fresh air--delicious food  authentic...We were looking for a good Japanese restaurant in the area near Central Park and it was about 10 blocks.  The food was tasty.  Our dinner started out with...
Nook,746 9th Ave (b/t 50th St & 51st St) Hell's Kitchen New York, NY 10019,My girlfriends and I had our last dinner here and it was quite a nice and memorable experience. We dined here in September 2011.  I found this place thanks...Really cute BYOB  great food.. maybe the best burger and fries i've had in a long time (flavored very nicely)  and the food the rest of my party got looked...It was one of the yummiest meals I had in NY.
Bali Nusa Indah,651 9th Ave Ste 145 (b/t 45th St & 46th St) Hell's Kitchen,A pretty solid Indo restaurant that I would return to -- but only not having too much other choice in the area or Manhattan for that matter. They have...Nice and attentive staff. Good food. Truly enjoyed my experience. Food may be on the heavy side so go in hungry.I've never dined in  but order take out from the lunch special menu regularly.  For about $10-12 after tip  you can get an entree with jasmine rice  a...
Tout Va Bien,311 W 51st St (b/t 8th Ave & 9th Ave) Hell's Kitchen New York, NY 10019,Friendly service  solid food at midtown prices. You won't be blown away  but they do very competent traditional French (coq au vin  moules et frites) quite...All is Well!  I found this place on my last night at NYC and decided to try it out. I had no prior expectations and was pleasantly surprised by the friendly...Tout Va Bien recently had a half-price dinner offer  through Google  valid for one year. After a couple of months  the restaurant elected to no longer honor...
Asian Jewels Seafood Restaurant,13330 39th Ave Flushing Flushing, NY 11354 ,The food was good. The first thing offered to us  for which we could not say no  was bacon-wrapped shrimp. Delicious. The lotus sticky rice  not what I'm...The Dim Sum here has great selection and made fresh! I ordered a few items and the bill was under $20.   No complaints!Great seafood. Like the sticky rice with crab best.
Malay Restaurant,13517 40th Rd Flushing Flushing, NY 11354 ,Decent Malaya Food"Do not be fooled by its commonplace appearance. Like so many things  it is not what is outside  but what is inside that counts."  Everything I ever learned...Roti Canai - I loved the pancake. I like it better than Nyonya because it's more of a pancake rather than airy flakes. However  the curry was too sweet for...
Hunan Kitchen of Grand Sichuan,42-47 Main St Flushing Flushing, NY 11355 ,Been to this place quite a few times giving them the benefit of the doubt since it's run by a family that's been in the business for generations. But it...Love the Spicy food but friends think it was too spicy.hahaWalked into a dead silence restaurant except for the 4 drunk locals; check.  Sat next to Botox Lady with way to much work done; check.  Wifey walked into...
Imperial Palace,13613 37th Ave Flushing Flushing, NY 11354 ,MY 300TH REVIEW!!!  We came here to try the crab with sticky rice after hearing some good things about it. When I first saw the dish I felt a bit...Just like the Times said. The ZenithAfter i left the first evening i said that m meal was just Okay  but I came back for a second time.  Over time this place grows on you and you should give...
BKNY Thai Restaurant,47-11 Francis Lewis Blvd Flushing Bayside, NY 11361 ,This is my favorite Thai restaurant  hands down. After hearing a friend talk about it for months  she brought me here for the first time two years ago....The ambiance of this restaurant gives you a very..intimate feeling. The food is good and you can choose the intensity of your spiciness upon request. I'm...The decor is intimate. The food is extremely delicious. The drinks are quenching. Do not get me started on their fried ice cream.  I've gone to this...
Sam Won Gak,144-20 Northern Blvd Flushing Flushing, NY 11354 ,Very consistent traditional Korean-Chinese dishes. The servers are always friendly. Tried their "fire jjambbong" last time... it was NO JOKE. Holy moly... I...Back in the day there were a series of Sam Won Gak commercials that aired for at least a few years that featured a young Korean boy doing some random...As far as I know Sam Won Gak was one of the pioneers of Jja Jang Myun in NYC. Their first location was in Elmhurst but it has long since been replaced. If...
Hapisgah,14725 Union Tpke Flushing Flushing, NY 11367 ,Over priced! Food is good but far from great. The waiting staff is nice and the atmosphere is good. If you need to go to a kosher sit down restaurant in...I've been eating at Hapisgah since it was a tiny little restaurant 20 years ago and there is NO better place to have a steak (try the House Special steak)...The hummus topped with chicken is delish!  Service is decent.  Ambiance is much better than most Queens kosher restaurants.  Definitely a place we will come...
Jade Asian Restaurant & Caterer,136-28 39th Ave Flushing Flushing, NY 11354 ,Its gone through a few management changes.  I've gotten sick there twice after eating!  I am ready to move on.Very nice Fast paced Dim Sum restaurant. Expect to sped some time finding parking  but it will be worth it to experience authentic Far East cuisineMe and my bestie really like this place. We've since taken our friends and family to this flavorful and inexpensive Dim Sum restaurant. The waitstaff's...
Kum Gang San Restaurant,13828 Northern Blvd Flushing Flushing, NY 11354 ,What the heck happened to this place?   This restaurant is probably the biggest and most well known in Flushing  it's been here for years. I've been here...Very standard.   That should be a good review! Kum Gang San is known for their upstanding good standards and this place is no different than the one in...Great Korean BBQ 24 hours a day.  We love to sit at the bar with Harry the bartender and hear his stories.  It's always a great food and a great night out.
Foo Kee Seafood Restaurant,136-14 38th Ave Flushing Flushing, NY 11354 ,Buyer beware.  The food is pretty good  and the ambiance/decor is about average for a large Chinese restaurant.  But I left feeling totally ripped off.  We...The manager recommended the "beautiful fried rice." I don't think it's actually called that  but yeah. He was touchy-feely with one of the males I was...Pretty much everything  here is good and well-made chinese/cantonese style food  but if you want my suggestions:  -Beef chow fun with gravy. For $10  it's a...
Sentosa Malaysian Cuisine,3907 Prince St Flushing Flushing, NY 11354 ,Sentosa is in island resort in Singapore. But they serve "authentic malaysian cuisine". Its like saying Tokyo- authentic American hamburgers. Anyways ...Just OK. Expensive for what it is and not very clean.This was my first time having Malaysian cuisine along with my Mom who is also a newbie. My husband and his family are from Hong Kong and live in Flushing so...
Sweet Home Cuisine,133-51 37th Ave Flushing Flushing, NY 11354 ,This is definitely more of a traditional Chinese restaurant; the dishes here are geared more towards traditional palates. That being said  this place is...I ate here once recently and its a fairly decent restaurant in Flushing  Queens.The head chef is a old school guy from Taiwan. There are some pretty...We don't often venture all the way from western Manhattan to Flushing  but this restaurant is worth the trip. Although we're both of Chinese/Taiwanese...
Gam Mee Ok TANG,196-50 Northern Blvd Auburndale Flushing, NY 11358 ,Mmmmmmm....they make the best yugaejang in queens! It i the perfect soup to have when you have a cold!! The price i also just right!When this place first opened it was this cool unfinished steel building. And slowly everyone driving down Northern Blvd could see the transformation. The...Tang is a great restaurant to go to if you're down for some homemade kimchi that's delicious and flavorful! That's the reason why I always come here. You...
Canton Gourmet,3808 Prince St Flushing Flushing, NY 11354 ,This place is MEH at best. Definitely not one of the best spots in Flushing.   I came here last week for a family dinner and I was not the least bit...It's chinese crack!!  My friends took me here and the food was incredibly delicious! My favorite by far were the fried crabs! I'm not the best at cracking...I loooove this place!!!   Likes:  1) Delicious and authentic canton style food. They have great house fried rice  fried crabs  fish maw soup  mayonnaise...
Fu Run,40-09 Prince St Flushing Flushing, NY 11354 ,I'm not crazy about this place.  I think their dishes are overkill.  i.e. if it's a sweet dish  it's too sweet.  If it's a salty dish  it's a too...Still completely awesome  with great prices and service. An update to include the short list of things you have to get:  - Muslim Lamb Chop ($22 but...Don't do Take-Out from this place!  Seems as though it was better to eat in than out  although the service was much faster with their regular customers. For...
Spicy & Tasty,39-07 Prince St Flushing Flushing, NY 11354 ,I took a car service to Spicy and Tasty after I checked into my hotel.  I ordered takeout and took it back to my room to eat.  The dumplings in red chile...If you want something authentically Sichuan  you probably have to look no further. Flushing is now New York City's largest Chinese infrastructure  and this...Came here with a large group of people and the restaurant does have a lot of tables available. Unfortunately  the food and service were just mediocre.   The...
The Oneness-Fountain-Heart,157-19 72nd Ave Flushing Flushing, NY 11367 ,I just found this place.   It's great and affordableHere is the deal: I love meat more than anything in the world. So a few years ago when my girlfriend took me to a vegetarian resturant I was immediately...I'm a meat & potatoes man.  But I love this place!  The apple strudel cake is absolutely great!  Only vegetarian restaurant I'll visit cause its that...
Nan Xiang Dumpling House,38-12 Prince St Flushing Flushing, NY 11354 ,We were on a business trip and friends of my co-worker's brought us here.  I'm from L.A. and the best dumplings I had was at Ding Tai Fung.  I wouldn't say...Found it on the yelp app before a mets game trying to find a quick and good bite. So glad we did. Had shanghai noodles with steamed pork buns and veggie...Truly terrible service today.  We were a party of 2.  The wait wasn't bad.  We were seated in 5 minutes  but their waitstaff is rude and inattentive.  Took...
Gu Shine Taiwanese Restaurant,135-38 39th Ave Flushing Flushing, NY 11355 ,VERY authentic Taiwanese restaurant.  A lot of the guests there were speaking Taiwanese which is always a good sign.  We got the cold noodles  stewed beef...A great introduction to the more traditional flavors of Taiwanese cooking.  Definitely has a home-cooked feel to their dishes.    Highlights: -Clam soup and...I love their fish with sour cabbage rice and the take-out fishball that you can get from the fridge front of the store.
Han Joo Chik Naeng Myun & BBQ,41-06 149th Pl Flushing Flushing, NY 11355 ,I went to Han Joo as it was recommended by many friends and my own mother  and they did not disappoint at all. The BBQ was done on a crystal ( I think it's...Han Joo Chik is one of my favorite restaurants. I have been here a couple times already and whenever I come here I always get the same dish. I usually order...Da bomb  yo.  Word.
Kabul Kabab House,4251 Main St Flushing Flushing, NY 11355 ,I've been eyeing this place for a few years...never seemed to have the right time/crowd to go. Finally got to go last night!  The food was very good. We had...My family and friends have been going here for about 10 years now. Now they have increased the price  and cut the rice given by half. When my friends told...This is some very traditional middle eastern food and served very well. Chicken and beef kebabs are always tender and juicy. I LOVE the yogurt sauce and...Hunan Kitchen of Grand Sichuan,42-47 Main St Flushing Flushing, NY 11355 ,Been to this place quite a few times giving them the benefit of the doubt since it's run by a family that's been in the business for generations. But it...Love the Spicy food but friends think it was too spicy.hahaWalked into a dead silence restaurant except for the 4 drunk locals; check.  Sat next to Botox Lady with way to much work done; check.  Wifey walked into...
Imperial Palace,13613 37th Ave Flushing Flushing, NY 11354 ,MY 300TH REVIEW!!!  We came here to try the crab with sticky rice after hearing some good things about it. When I first saw the dish I felt a bit...Just like the Times said. The ZenithAfter i left the first evening i said that m meal was just Okay  but I came back for a second time.  Over time this place grows on you and you should give...
Happy Beef Noodle House,3810 Prince St Flushing Flushing, NY 11354 ,I heard good things about this place from friends so I thought I'd give it a try. Boy was it a bad idea!! I ordered beef stir fried noodles and beef noodle...Best Taiwanese beef noodles in Flushing.  Other noodle offerings are just meh.This really isn't a review; it's more of a love story. Do you have a secret go-to spot that you are reluctant to tell your friends about for fear of them...
Excellent Thai,3650 Main St Flushing Flushing, NY 11354 ,don't be fooled by the name; this is NOT a thai restaurant. i was disappointed after walking in and viewing the menu  seeing that the only thai food item on...Good food! A very good balance between spice and heat. The menu is a bit limited but the price is definitely right. The restaurant has a nice atmosphere ..."Lunch special" review Pros: $5.25  neat  ample quantity  very friendly service  will definitely be going back. Cons: Dish only comes with white rice  as in...
Hop Kee,21 Mott St (b/t Chatham Sq & Mosco St) Chinatown New York, NY 10013,Another good chinese in Chinatown!Hop kee food is delicious the priceses are reasonable where ordering a few dishes won't send you into bankruptcy the staff is themendly & attentive the...Was introduced to this place by my boyfriend and loved it . Ive been here serval times and always get the Peking pork chops house special fried rice and... 
Pongsri Thai Restaurant,106 Bayard St (b/t Baxter St & Mulberry St) Chinatown New York, NY 10013,Decent food but smaller portions compared to similar Thai restaurants. They messed up one of our orders and in general had chaotic/slow service. Seems...Looking for Thai before going to the Theater? This is the place! I love Thai and have tried numerous Thai restaurants in the city be it that each...I love Pongsri - I've been coming here since I was a wee lad back in the 90s. It's on the corner of Baxter and Bayard smack dab in Chinatown but it's... 
Shanghai Asian Manor,21 Mott St (b/t Mosco St & Park Row) Chinatown New York, NY 10013,TERRIBLE SERVICE!! I am an Asian living in California. I made a trip to NY and had lunch here. The female server was rude and provided terrible...great chinese... trying the soup dumplngsDelish sushi is fresh great staff!!! 
Big Wong King,67 Mott St (b/t Canal St & Bayard St) Chinatown New York, NY 10013,service sucked as usual...the chinese aren't exactly the best at customer service. The bathrooms were disgusting. But the food was delicious with a fair price.I love this place..the menu has most of the things that I crave in a Chinese restaurant...BBQ meats on white rice BBQ meats on noodle soup Young Chow...They have their good days and bad days Tourist attracting I have a lot of asian friend and this place is not cheap..and the portion is small.. not really... 
New Malaysia Restaurant,48 Bowery (b/t Bayard St & Canal St) Chinatown New York, NY 10013,I like their penang prawn noodles! Very satisfying and their roti canai is pretty good too. Their service is very fast In/out in like 30mins for an...They have such great food and i think i am addicted to their roti! it is so good! The restaurant is very nice looking. I like there brisket with noodles or...Simply the best Malaysian restaurant in NYC. Highlights of what to get: roti canai asam curry fish head soup curry noodles prawn noodles sautéed...
Hop Lee Restaurant,16 Mott St (b/t Chatham Sq & Worth St) Chinatown New York, NY 10013,I've been going to Hop Lee since I was a wee little child growing up in Chinatown. Whenever there was a special occasion Hop Lee was always the last stop...The beef fried rice was pretty good.....other than that not a big fan....service is good but food was ok...waiting to try better chinese restaurants out...This place is pretty good but I'm going to dock a star because service was pretty terrible the last time I visited and it was so late that we were the only... 
Nha Trang One,87 Baxter St (b/t Walker St & White St) Chinatown New York, NY 10013,I thought it would have been better due to some of the other reviews but I beg to differ. Service is extremely unfriendly so you have to be pushy and...Still my go to place for pho. Somehow the quality had declined since I moved away. I don't know why but it just tastes different now than before and I...Really good authentic food a thousand times better than the way overpriced "vietnamese" place on the ues. Pho was awesome pork summer roll lemongrass... 
