"RESTAURANT","STREET_ADDRESS","CITY_ZIP","COMMENTS"
"LAND THAI KITCHEN","450 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","DRUNKEN NOODLE WITH CHICKEN WAS DISAPPOINTMENT. I PREFER BROAD NOODLE THAN UDON NOODLE. THE NOODLE WAS NOT THE ONLY THING I DIDN'T LIKE. THE FLAVOR WAS...THE MASAMAN CURRY AND THE PAD THAI ARE VERY GOOD HERE.  ALTHOUGH I WOULDN'T CONSIDER THIS THE BEST THAI I'VE EVER HAD  BUT EVERYTHING WAS PRETTY GOOD.  WE...GOOD SERVICE  GREAT ATMOSPHERE  AND GREAT FOOD! LIVELY CROWD."
"SUSHI YASAKA","251 WEST 72 STREET UPPER WEST SIDE NEW YORK"," NY 10023","SOME OF THE BEST SUSHI IN THE CITY. GREAT QUALITY VERY AFFORDABLE AND GOOD ATMOSPHERE. I'VE BROUGHT MANY FRIENDS HERE AND THEY LOVE IT! MY FAVORITE ROLL IS...A VERY SOLID SUSHI SPOT IN THE UWS.GREAT SUSHI  SERVICE WAS VERY GOOD AND THE GREEN TEA ICE CREAM JUST YUMMY!  THE ONLY THING I HAD MIXED FEELINGS ABOUT WAS THE SPICY SCALLOPS ROLL - BUFFALO..."
"OCEAN GRILL","384 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","I LOVE THIS PLACE- FROM THE AMBIANCE  THE VIEW OUTDOORS TO THE HISTORY MUSEUM ACROSS THE STREET  THE EXCELLENT WINE LIST AND... THE SEAFOOD- THE AMAZING...DECENT MEAL BUT NOT MEMORABLE.. CAME FOR A FRIEND'S BIRTHDAY DINNER. SERVICE WAS GOOD AND IT WAS NOT AS NOISY IN THE SIDE ROOM AS THE MAIN ROOM BUT FOOD WAS...PRICEY BUT WELL WORTH IT!!  THEIR SALMON MELTS IN YOUR MOUTH  THEIR CALAMARI IS TO DIE FOR."
"CESCA","164 WEST 75 STREET UPPER WEST SIDE NEW YORK"," NY 10024 ","WAS LOOKING FOR SOMETHING NEAR THE BEACON THEATER AND ASKED MY BROTHER-IN-LAW WHO LIVES ON THE UWS FOR A RECOMMENDATION. LOVELY RESTAURANT WITH INTERESTING...GREAT FOOD THOUGH A LITTLE OUT OF MY PRICE RANGE UNLESS ITS A SPECIAL OCCASION.  I'VE BEEN HERE A COUPLE TIMES AND ALWAYS TRY SOMETHING DIFFERENT....*RESTAURANT WEEK 2012 REVIEW  'CESCA PROVIDED EVERYTHING I NEEDED FOR AN AMAZING EVENING OUT WITH A GOOD FRIEND. WINE GREAT FOOD AND GREAT SERVICE. I HAD..."
"ROSA MEXICANO","61 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10023","CAPPING OFF A WEEKEND IN NY   I CAME HERE WITH THE PARENTS AND THE BF FOR AN EARLY SUNDAY DINNER.  THIS GORGEOUS UPSCALE MEXICAN RESTAURANT NEAR LINCOLN...INCONSISTENT  OVERPRICED AND VASTLY OVERRATED. I'VE BEEN HERE A FEW TIMES AND THE FOOD IS ""ALRIGHT""  NOT ALL RIGHT.   LIKE MANY MEXICAN RESTAURANTS  THEY...THIS PLACE IS REALLY POPULAR.  I DON'T GET IT.  SIMPLY BECAUSE IT'S NYC?  THE FOOD IS GOOD BUT NOT GOOD ENOUGH OR UNIQUE ENOUGH TO WARRANT THE HIGHER..."
"CALLE OCHO","INSIDE THE EXCELSIOR HOTEL 45 WEST 81 STREET UPPER WEST SIDE NEW YORK"," NY 10024","WENT FOR BRUNCH AND IT WAS AMAZING. THE FOOD IS FANTASTIC AND THE FREE SANGRIA IS DELICIOUS!DURING MY 5-WEEK STAY IN NYC  THIS RESTAURANT WINS # 1 FOR OVERALL EXPERIENCE.   FOOD: THEIR COMPLIMENTARY BREAD & BEAN SAUCE/DIP WERE SO GREAT! THEIR...I LOVE THIS PLACE!!"
"BOULUD SUD","20 WEST 64 STREET UPPER WEST SIDE NEW YORK"," NY 10023","STUNNING MEAL.  ESPECIALLY THE LAMB AND ROUGET ENTREES AND THE SARDINE FIRST COURSE.  EXCELLENT SERVICECAME HERE FOR A PRE-THEATER DINNER AND GOT THE $55 PRIX  FIXE SPECIAL. IT WAS ABSOLUTELY EXCELLENT. THE FOOD WAS PHENOMENAL  I  SUGGEST THE GAZPACHO AND THE...AWESOME - LOWER SCALE THAN DANIEL'S SUPER FINE EATERIES. AMAZING FOOD  AMAZING SERVICE! A MUST GO IN THE COLUMBUS SQUARE AREA."
"FLOR DE MAYO","484 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","THIS PLACE IS AWESOME.  BETTER THAN THAT OTHER MORE EXPENSIVE/OVERRATED PIO PIO.    CAME HERE RAVENOUS AFTER A BASKETBALL GAME AND WAS FIENDING FOR SOME...CHINO LATINO. THATS RIGHT FOLKS. THE MENU AT FLOR DE MAYO IS ALL OVER THE PLACE. I ORIGINALLY WALKED IN BECAUSE I WAS CRAVING CHINESE. THEY WERE PACKED SO I...VISITED THIS RESTAURANT ON AMSTERDAM AVENUE WITH MY FAMILY OF 4 FOR MY MOM'S BIRTHDAY THIS PAST FRIDAY DURING EARLY EVENING HOURS BEFORE THE EVENING RUSH...."
"RECIPE","452 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","MY FIANCE AND I HAD A DATE-NIGHT DINNER HERE. WE SHARED THE BREAD BASKET AND THEN SPLIT THE GNOCCHI WITH VEGGIES AND THE SKIRT STEAK. THE GNOCCI WAS VERY...TINY PORTIONS AND OVERPRICED..$15 FOR A MEDIOCRE BURGER AND DUCK FAT CHIPS (NO OPTION FOR FRIES)  THE PULLED PORK SANDWICH WAS REAL GOOD BUT COULD PASS FOR...FANTASTIC  CREATIVE DISHES. MEDLEY OF TASTES  INCREDIBLE. I THINK WE WERE LUCKY TO GET TWO SEATS AT THE BAR AND WE WERE IMMEDIATELY ENTERTAINED BY THE..."
"CAFE BLOSSOM","466 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","I LOVE ALL THINGS BLOSSOM. SOME MORE THAN OTHERS  MAYBE  BUT THEY'RE ALL GREAT. I'VE BEEN TO CAFE BLOSSOM A COUPLE TIMES FOR BRUNCH AND EVERY TIME WAS A...BEST VEGAN CHEESEBURGER EVER.I THOUGHT I HAD WRITTEN REVIEWS FOR ALL OF MY FAVORITE PLACES..BUT IT SEEMS LIKE THIS ONE ESCAPED MY GRASP A GREAT PLACE TO FILL YOUR VEGAN SKULL..OR EVEN..."
"SAIGON GRILL","620 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","BUN XAO  CHICKEN! NO OTHER NOODLE DISH WILL DO IT FOR YOU EVER AGAIN! (EXCEPT MAYBE THE BEEF BUN XAO).  THE CRISPY SPRING ROLLS  ALONG WITH NUOC CHOM (FISH...LOVE VIETNAMESE FOOD. WHEN IT'S GOOD  THERE'S LITTLE THAT'S BETTER... CALIFORNIA  HOUSTON  EVEN DENVER ALL HAVE IT. I'M SURE THAT NYC DOES  TOO  BUT IT'S...UGH  EATING HERE MAKES ME WANT TO BOOK A ONE-WAY TICKET TO A SAN JOSE OR WESTMINSTER VIET DELI. FIRST  EVERYTHING IS WAY TOO PRICEY - AND NO THE PORTIONS..."
"GENNARO","665 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10025","SOME OF THE FOOD WAS GOOD SPECIALS SOUNDED INTERESTING  BUT OUR WAITER RATTLED THEM OFF IN A LONG UNINTERRUPTED UNINTELLIGIBLE MIX  THAT I THOUGHT INITIALLY...WENT THERE WITH A FEW OF MY FRIENDS ON A WEDNESDAY NIGHT. THE FOOD WAS REALLY QUITE GOOD  ESPECIALLY FOR THE UWS -- BUT  THE SERVICE WAS TERRIBLE. IT TOOK...NOW I'VE BEEN HERE BEFORE  AS IT'S A NEIGHBORHOOD GO-TO MOST OF THE TIME  SO I ASSUMED THAT THE DELIVERY WOULD BE JUST AS GOOD. BOY WAS I WRONG. AFTER AN..."
"WONDEE SIAM","792 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","SMALLEST RESTARANT I'VE EVER BEEN TO IN NYC. BEING THAT THE WHOLE PLACE IS SMALLER THAN SOME PPL'S BATHROOM  JUST BE AWARE YOU WILL DEFINITELY HEAR...CONS: -AVERAGE FOOD -TERRIBLE SERVICE: APPETIZERS COME AFTER THE MAIN COURSE  NO WAY TO SPLIT THE CHECK BETWEEN GUESTS ...  PROS: -THE LUNCH SPECIAL IS ONLY...GOOD CURRIES."
"CHEZ NAPOLEON","365 WEST 50 STREET HELL'S KITCHEN NEW YORK"," NY 10019","CHARMING! I WENT HERE WITH A FRIEND FROM GERMANY AND WE LOVED OUT FOOD. THE PLACE IS CHARMING AND HAS OLD-WORLD APPEAL AND STAFF IS VERY NICE. IT WAS...WE WILL DEFINITELY RETURN HERE.  WE HAD A LOVELY DINNER STARTING WITH WATERCRESS SOUP-PERFECT BALANCE OF FLAVORS THEN COLD POACHED SALMON  DUCK AND 'SHAVED'...THIS PLACE IS A MUSTY LITTLE TREAT  THE CLOSEST THING TO DINING IN A RANDOM PARISIAN BISTRO I'VE ENCOUNTERED IN NEW YORK. LOTS OF OTHER RESTAURANTS ATTEMPT..."
"TRAMONTI","364 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","THE DINNER WAS GREAT  THE DRINKS WERE TASTY AND STRONG.  THE SERVICE WAS A FINE  BUT THE LOCATION WAS A BIT TIGHT!  THE ONE DOWNER WAS THE CHEESE CAKE WAS A...TYPICAL ITALIAN FARE HERE  PREPARED WELL.  THIS PLACE IS ALWAYS PACKED...SO  CALL AHEAD FOR RESERVATIONS  AND BE PREPARED TO SIT SANDWICHED BETWEEN YOUR...HEAD WAITER WAS HOMOPHOBIC."
"BECCO","355 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","ARRIVED WITHOUT RESERVATIONS ON 03 OCTOBER. STAFF TREATED OUR PARTY VERY PROFESSIONALLY. WAIT TIME WAS PREDICTED WITH REASONABLE ACCURACY. FOOD WAS GREAT....I MADE RESERVATION THRU OPEN TABLE AT 12PM ON SATURDAY  AND DUE TO MY FRIEND'S TRAIN DELAY  I CALLED TO THE RESTAURANT AND CHANGED MY RESERVATION (TWICE!!)...ARRIVED AROUND 4:45PM ON A TUES EVENING PRIOR TO A BROADWAY SHOW. FOOD WAS GOOD AND THE $25 BOTTLES OF WINE WERE EVEN BETTER. MY SISTER ORDERED A TRIPLE..."
"VICE VERSA RESTAURANT","325 WEST 51 STREET HELL'S KITCHEN NEW YORK"," NY 10019","OUR WAITER DIDN'T SHOW.  WE LEFT.  PATHETIC.  THIS RESTAURANT MAY BE TRADING ON ITS 'HISTORY'.  AFTER SITTING 10 MINUTES WITHOUT ANY SERVICE WHATSOEVER  WE...NICE  FRIENDLY RESTAURANT WITH GREAT SERVICE AND FOOD.  I LOVE SITTING AT THE BAR AND ENJOY THE FOOD AND CONVERSATIONS WITH FELLOW GUESTS AND BARTENDERS....HAVE EATEN HERE...TWENTY TIMES MAYBE  SINCE I'VE LIVED IN NYC..NEVER DISAPPOINTED ... I BELIEVE THE SAME PERSON HAS GREETED ME AT THE DOOR EACH TIME......"
"FIREBIRD RESTAURANT","365 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","I DON'T GET ALL THESE POSITIVE REVIEWS ESPECIALLY GIVEN ALL THE GREAT PLACES HERE IN MANHATTAN. THIS PLACE IS TOTALLY OVERPRICED WITH MEDIOCRE FOOD. WAIT...I LOVE FIREBIRD. I MEAN REALLY  REALLY I DO.  I HAVE ONLY EATEN A FULL MEAL THERE ONCE AND HAD THE CHICKEN KIEV. IDK WHY BUT I HAVE A HARD TIME NOT ORDERING...NICE COZY DECOR. IT DOES GIVE YOU THE FEELING OF DINING IN RUSSIA. MAKE SURE TO TRY ONE THEIR CAVIAR DISH FROM THEIR MENU. THEY PREPARE IT WITH HONEY  CREAM..."
"ROOM SERVICE","690 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","WONDERFUL EXPERIENCE!  FOOD IS DELICIOUS & ARTISTICALLY PRESENTED. BEAUTIFULLY DECORATED  WITH WARMTH & CREATIVITY. A FUN & RELAXING ATMOSPHERE.GOT LOST TRYING TO GET TO A POPULAR RAMEN JOINT DUE TO FOURSQUARE GIVING WRONG DIRECTIONS & ENDED UP HERE INSTEAD. WHATEVER THO  I'M NOT EVEN MAD. THE FOOD...FOOD HERE WAS DELICIOUS AND BEAUTIFULLY PRESENTED  AND THE SERVICE WAS FRIENDLY. THE DECOR WAS TRENDY AND THE MENU PRICES ARE VERY REASONABLE. THEY..."
"PURE THAI COOKHOUSE","766 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","I HAD CHICKEN SATAY SKEWERS  VEGETABLE DUMPLINGS AND RICE AND THE FOOD WAS GREAT. EVERYTHING WAS TASTY AND FRESH AND THE SERVICE WAS QUICK AND FRIENDLY.THIS PLACE WAS AWESOME. PERFECT PORTION SIZES (LOOK SMALL  BUT ARE FILLING) VERY AUTHENTIC  AND FUN ATMOSPHERE.YEA! THE REMIX WAS MUCH BETTER! THIS COZY SIMPLE THAI RESTAURANT IS FILLED WITH LOCALS  TOURISTS IN TINY TWO-FERS; SITTING LINED ON AGAINST THE WALL OR AT A..."
"DAFNI GREEK TAVERNA","325 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","WE STUMBLED INTO THIS PLACEMMMMM - NOW I WILL NOT PRETEND TO KNOW WHAT ""REAL"" GREEK FOOD IS  BUT DAFNI'S HAS NEVER FAILED ME!! (AND I AM EITHER HERE OR ORDER FROM HERE ABOUT ONCE A...BEEN HERE A FEW TIMES.  EVERYTHING I'VE HAD HERE HAS BEEN DELICIOUS.  GREAT FOOD  GOOD SERVICE.  GYRO MEAT IS EXCELLENT."
"QI","675 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","LOVE THIS PLACE ! YUMMY FOOD ESPECIALLY THE CHICKEN PUFFS  SATAY  RED/GREEN/PANANG CURRIES AND PAD THAI NOODLES !  AND YES I'M AN ABSOLUTE FAN OF THEIR THAI...THE FOOD WAS EXCELLENT AT A VERY GOOD PRICE! I EXPECTED TO PAY A LOT MORE FOR THE NEIGHBORHOOD.   THE WAIT STAFF WAS LACKING BUT NOT ENOUGH TO KEEP ME FROM...WHILE IT HAS A NICE AMBIENCE  THE FOOD LEAVES SOMETHING TO BE DESIRED. A STARTER SALAD WAS SOGGY AND BLAND--LACKING ANY STRONG FLAVOR. THE DUCK CURRY DINNER..."
"TABOON","773 10 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","FANTASTIC APPETIZER PLATTER :) HUMMUS IS UNBELIEVABLE  AND BREAD EVEN BETTER - KEPT ASKING FOR MORE AND DIPPED IT IN EVERYTHING ELSE  INCLUDING THE LIGHT...ONE OF THE BEST SUNDAY BRUNCHES IN THE CITY IN MY OPINION...AND I'M A BRUNCH LOVER. DELICIOUS  TASTEFULLY PRESENTED FOOD. SORT OF MINIMALIST IN A GOOD WAY ...MY FAVORITE RESTAURANT IN NEW YORK!  THE AMAZING FOOD  THE WHITE-WASHED TABLES AND CEILING FANS  AND THE GRACIOUS SERVICE ALL COMBINE TO TRANSPORT YOU! NOT..."
"LA SILHOUETTE","362 WEST 53 STREET HELL'S KITCHEN NEW YORK"," NY 10019","FOOD WAS TASTY.  SERVICE WAS INTERESTING -- EARNEST BUT NOT WORLD CLASS.VERY NICE PLACE! SUPER GREAT FOOD AND EVEN BETTER SERVICE. I AM GIVING 4 STARS BECAUSE OF THE PRICE. IT HAS THREE $$$ WHEN IT SHOULD BE MORE OF A $$$$....WE WENT THERE FOR A SPECIAL OCCASION.  SINCE WE HAD TICKETS FOR THE BALLET AFTER DINNER  WE HAD TO EAT A LITTLE ON THE EARLY SIDE.  THE PLACE ONLY HAD ONE..."
"PRINT","653 11 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","PERFECT SERVICE  FRESH HEAVENLY FOOD  LUNCH SPOT EASY TO GET TO ON THE WEST SIDE. I LOVE PRINT  WOULD GO AGAIN IN A SECOND!PRINT USED TO BE THE SUPER-HAPPENING WEEKEND HOTSPOT WHEN IT WAS BRAND NEW.  CROWDED TO THE HILT  WITH A LINE UP TO THE ROOFTOP BAR.  ALAS  TIMES (AND THE...WHEN I DINED HERE  I DIDN'T REALIZE THAT IT WAS INSIDE THE INK48 HOTEL (AND UPSTAIRS PRESS LOUNGE). I FINALLY PUT IT ALL TOGETHER. INK / PRINT / PRESS...."
"Q2 THAI","788 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","THIS IS ONE OF MY PERSONAL FAVORITE LUNCH SPOTS IN HELL'S KITCHEN. THEIR DAILY LUNCH SPECIAL INCLUDES ONE APPETIZER  ONE SIDE SALAD  ONE SODA  AND ONE...NOT IMPRESSED AT ALL.  I HAD A HAIR IN MY FOOD AND DIDN'T MAKE A BIG STINK ABOUT IT SINCE I WAS WITH FRIENDS.  THE FOOD WASN'T BAD  BUT I THINK THAT JUST...I'VE BECOME VERY WARY OF RESTAURANTS THAT DON'T EXPLICITLY AIM TO SERVE GLUTEN-FREE FOODS  WHERE THE STAFF DOES NOT SPEAK GREAT ENGLISH  AND THE STAFF DON'T..."
"ORSO","322 WEST 46 STREETREET HELL'S KITCHEN NEW YORK"," NY 10036","WE DINED HERE BEFORE A SHOW BASED ON YELP REVIEWS. I SHOULD HAVE BEEN WARY OF THE REVIEWS BASED ON THE FACT THAT THIS IS A THEATER DISTRICT RESTAURANT...MET MY FAMILY HERE FOR DINNER LAST WEEK AND MY MOTHER HAD SAID - ""OH I WAS ABLE TO GET RESERVATIONS!"" WHICH MADE ME THINK IT WAS HARD TO GET IN OR...EXCELLENT FOOD GREAT SERVICE AND ROMANTIC PLACE!! WE STARTED WITH VERY NICE SURPRISE WITH ESCARGOTS (LUMACHE IN BRODETTO) COOKED IN THE WAY WE DO IN MY..."
"ASIATE","80 COLUMBUS CIR HELL'S KITCHEN NEW YORK"," NY 10019 ","AFTER TWO VISITS TO ASIATE  I'VE COME TO THINK OF THIS AS THE DEFINITION OF A FIVE-STAR RESTAURANT.  THE SERVICE BOTH TIMES HAS BEEN WONDERFUL.  ONE OF MY...MY FRIEND AND I MADE A RESERVATION FOR THE 11:45 BRUNCH.  WE WERE THE FIRST TWO TO BE SEATED.  WHEN WE ASKED FOR SEATING NEXT TO THE WINDOW  WE WERE TOLD...GREAT VIEW.  COMFORTABLE AND QUIET (THE BEST ATTRIBUTES). GOOD SERVICE.  DECENT FOOD  BUT NOT AMAZING.  WORTH TRYING AT LEAST ONCE FOR A RELAXING BRUNCH."
"DANJI","346 WEST 52 STREET HELL'S KITCHEN NEW YORK"," NY 10019","SMALL  MODERN  MINIMALIST.  DANJI OFFER CONTEMPORARY KOREAN CUISINE AT COMMUNAL TABLES.  MENUS ARE LOCATED IN THE CUSTOM DRAWERS FOR THEIR HIGH TOP TABLES ...HONESTLY I WAS SHOCKED AT HOW GOOD THE REVIEWS ON THIS RESTAURANT WERE. THIS IS THE FIRST TIME I HAVE EVER FELT THE NEED TO WRITE A YELP REVIEW SIMPLY...FOOD IS OKAY BUT NOT WORTH THE WAIT IN THE CRAMPED SPACE. THEIR SANGRIA IS REALLY GOOD THOUGH I HAVE TRIED BETTER KOREAN FOOD IN MY LIFE BUT ITS WORTH A TRY..."
"CARA MIA","654 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","BEST ITALIAN IN HELL'S KITCHEN  HANDS DOWN!!! THEIR FOOD IS FRESH  AND SOOOO TASTY. EVERYTIME I COME HERE  THE SERVICE IS GREAT. THE WINE LIST IS PRETTY...WENT TO CARA MIA FOR THE FIRST TIME LAST NIGHT FOR DINNER WITH THE GIRLS.  THE AMBIANCE WAS REALLY CUTE  BRICK WALLS  ITALIAN DECOR  CANDLES AND DIM...WHAT CAN I SAY OTHER THAN AMAZING SERVICE AND OVERALL DINING EXPERIENCE. I'VE COME HERE ON MULTIPLE OCCASIONS AND SERVICE CONSISTENTLY EXCEEDS EXPECTATIONS...."
"CHEZ JOSEPHINE","414 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","OH JEAN CLAUDE  YOU REALLY HAVE TO DO BETTER; ONE DAY YOU FALL ALL OVER ME AND THE NEXT YOU KNOW ME NOT! FOOD MORE AND MORE ERRATIC AND SERVICE NOT UP TO PAR.A GREAT FRENCH BISTRO. IN THE 1930'S STYLE.  JEAN CLAUDE THE OWNER IS A GREAT FLAMBOYANT HOST WITH A GREAT MENU!3 OF US WENT FOR LUNCH AND WAS PLEASANTLY SURPRISED BY THE PROFESSIONAL STAFF AND PIANO PLAYER! MY SISTER AND I SPLIT THE SPAGHETTI (JOSEPHINE'S FAVORITE)..."
"BANN","350 WEST 50 STREET HELL'S KITCHEN NEW YORK"," NY 10019","BBQ CHICKEN WAS AWESOME!!!! AMBIANCE WAS GREAT!I WALKED PAST HERE ONE DAY AND HAPPENED TO HAVE A CRAVING FOR KOREAN FOOD. SO WHY NOT? I ORDERED A BIBIMBAP TO GO AND WAS VERY HAPPY WITH IT. PROBABLY NOT...THE FOOD  SERVICE  AMBIANCE   & EVEN THE MUSIC WAS GREAT. WE ORDERED TUNA BBQ & SEA BASS  & BOTH CAME WITH A SPICY GREEN SALAD. WE BBQ'ED THE TUNA OURSELVES..."
"BECCO","355 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","ARRIVED WITHOUT RESERVATIONS ON 03 OCTOBER. STAFF TREATED OUR PARTY VERY PROFESSIONALLY. WAIT TIME WAS PREDICTED WITH REASONABLE ACCURACY. FOOD WAS GREAT....I MADE RESERVATION THRU OPEN TABLE AT 12PM ON SATURDAY  AND DUE TO MY FRIEND'S TRAIN DELAY  I CALLED TO THE RESTAURANT AND CHANGED MY RESERVATION (TWICE!!)...ARRIVED AROUND 4:45PM ON A TUES EVENING PRIOR TO A BROADWAY SHOW. FOOD WAS GOOD AND THE $25 BOTTLES OF WINE WERE EVEN BETTER. MY SISTER ORDERED A TRIPLE..."
"TRAMONTI","364 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","THE DINNER WAS GREAT  THE DRINKS WERE TASTY AND STRONG.  THE SERVICE WAS A FINE  BUT THE LOCATION WAS A BIT TIGHT!  THE ONE DOWNER WAS THE CHEESE CAKE WAS A...TYPICAL ITALIAN FARE HERE  PREPARED WELL.  THIS PLACE IS ALWAYS PACKED...SO  CALL AHEAD FOR RESERVATIONS  AND BE PREPARED TO SIT SANDWICHED BETWEEN YOUR...HEAD WAITER WAS HOMOPHOBIC."
"VICE VERSA RESTAURANT","325 WEST 51 STREET HELL'S KITCHEN NEW YORK"," NY 10019","OUR WAITER DIDN'T SHOW.  WE LEFT.  PATHETIC.  THIS RESTAURANT MAY BE TRADING ON ITS 'HISTORY'.  AFTER SITTING 10 MINUTES WITHOUT ANY SERVICE WHATSOEVER  WE...NICE  FRIENDLY RESTAURANT WITH GREAT SERVICE AND FOOD.  I LOVE SITTING AT THE BAR AND ENJOY THE FOOD AND CONVERSATIONS WITH FELLOW GUESTS AND BARTENDERS....HAVE EATEN HERE...TWENTY TIMES MAYBE  SINCE I'VE LIVED IN NYC..NEVER DISAPPOINTED ... I BELIEVE THE SAME PERSON HAS GREETED ME AT THE DOOR EACH TIME......"
"FIREBIRD RESTAURANT","365 WEST 46 STREET HELL'S KITCHEN NEW YORK"," NY 10036","I DON'T GET ALL THESE POSITIVE REVIEWS ESPECIALLY GIVEN ALL THE GREAT PLACES HERE IN MANHATTAN. THIS PLACE IS TOTALLY OVERPRICED WITH MEDIOCRE FOOD. WAIT...I LOVE FIREBIRD. I MEAN REALLY  REALLY I DO.  I HAVE ONLY EATEN A FULL MEAL THERE ONCE AND HAD THE CHICKEN KIEV. IDK WHY BUT I HAVE A HARD TIME NOT ORDERING...NICE COZY DECOR. IT DOES GIVE YOU THE FEELING OF DINING IN RUSSIA. MAKE SURE TO TRY ONE THEIR CAVIAR DISH FROM THEIR MENU. THEY PREPARE IT WITH HONEY  CREAM..."
"ROOM SERVICE","690 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","THIS WAS AN OK THAI PLACE. THE INSIDE IS PRETTY BUT THIS PLACE HAS SOME ISSUES.  FIRST  THE FOOD WAS NOTHING SPECIAL. OUR TWO GUESTS ORDERED CHICKEN PAD...WONDERFUL EXPERIENCE!  FOOD IS DELICIOUS & ARTISTICALLY PRESENTED. BEAUTIFULLY DECORATED  WITH WARMTH & CREATIVITY. A FUN & RELAXING ATMOSPHERE.GOT LOST TRYING TO GET TO A POPULAR RAMEN JOINT DUE TO FOURSQUARE GIVING WRONG DIRECTIONS & ENDED UP HERE INSTEAD. WHATEVER THO  I'M NOT EVEN MAD. THE FOOD..."
"PURE THAI COOKHOUSE","766 9 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","I HAD CHICKEN SATAY SKEWERS  VEGETABLE DUMPLINGS AND RICE AND THE FOOD WAS GREAT. EVERYTHING WAS TASTY AND FRESH AND THE SERVICE WAS QUICK AND FRIENDLY.THIS PLACE WAS AWESOME. PERFECT PORTION SIZES (LOOK SMALL  BUT ARE FILLING) VERY AUTHENTIC  AND FUN ATMOSPHERE.YEA! THE REMIX WAS MUCH BETTER! THIS COZY SIMPLE THAI RESTAURANT IS FILLED WITH LOCALS  TOURISTS IN TINY TWO-FERS; SITTING LINED ON AGAINST THE WALL OR AT A..."
"QI","675 8 AVENUE HELL'S KITCHEN NEW YORK"," NY 10036","LOVE THIS PLACE ! YUMMY FOOD ESPECIALLY THE CHICKEN PUFFS  SATAY  RED/GREEN/PANANG CURRIES AND PAD THAI NOODLES !  AND YES I'M AN ABSOLUTE FAN OF THEIR THAI...THE FOOD WAS EXCELLENT AT A VERY GOOD PRICE! I EXPECTED TO PAY A LOT MORE FOR THE NEIGHBORHOOD.   THE WAIT STAFF WAS LACKING BUT NOT ENOUGH TO KEEP ME FROM...WHILE IT HAS A NICE AMBIENCE  THE FOOD LEAVES SOMETHING TO BE DESIRED. A STARTER SALAD WAS SOGGY AND BLAND--LACKING ANY STRONG FLAVOR. THE DUCK CURRY DINNER..."
"TABOON","773 10 AVENUE HELL'S KITCHEN NEW YORK"," NY 10019","FANTASTIC APPETIZER PLATTER :) HUMMUS IS UNBELIEVABLE  AND BREAD EVEN BETTER - KEPT ASKING FOR MORE AND DIPPED IT IN EVERYTHING ELSE  INCLUDING THE LIGHT...ONE OF THE BEST SUNDAY BRUNCHES IN THE CITY IN MY OPINION...AND I'M A BRUNCH LOVER. DELICIOUS  TASTEFULLY PRESENTED FOOD. SORT OF MINIMALIST IN A GOOD WAY ...MY FAVORITE RESTAURANT IN NEW YORK!  THE AMAZING FOOD  THE WHITE-WASHED TABLES AND CEILING FANS  AND THE GRACIOUS SERVICE ALL COMBINE TO TRANSPORT YOU! NOT..."
"DAFNI GREEK TAVERNA","325 WEST 42 STREET HELL'S KITCHEN NEW YORK"," NY 10036","WE STUMBLED INTO THIS PLACEMMMMM - NOW I WILL NOT PRETEND TO KNOW WHAT ""REAL"" GREEK FOOD IS  BUT DAFNI'S HAS NEVER FAILED ME!! (AND I AM EITHER HERE OR ORDER FROM HERE ABOUT ONCE A...BEEN HERE A FEW TIMES.  EVERYTHING I'VE HAD HERE HAS BEEN DELICIOUS.  GREAT FOOD  GOOD SERVICE.  GYRO MEAT IS EXCELLENT."
